Time (TU),X (LU),Y (LU),Z (LU),VX (LU/TU),VY (LU/TU),VZ (LU/TU)
0,1.1735047887657457,-8.875436296414694e-29,-0.07961391464346328,-1.859598531520885e-15,-0.184313744568797,-5.024135242049341e-15
0.004151675389871485,1.1735033515628839,-0.0007652045233453111,-0.0796124993558288,-0.0006923437785891661,-0.18430918208307254,0.0006817896878097526
0.013425037582366711,1.1734897616708515,-0.0024742054607803715,-0.07959911604670601,-0.0022385115651561076,-0.18426603885669193,0.002204579247091394
0.022701038313019124,1.173461827273846,-0.0041830812263823226,-0.07957160263366148,-0.0037842284835781703,-0.18417734933467858,0.003727531441742159
0.03197953736257525,1.1734195480024465,-0.005891382962378361,-0.07952995117632836,-0.005328855050034696,-0.18404309692277196,0.005250435939891923
0.04126025494729718,1.1733629310385434,-0.00759863576189492,-0.0794741572731582,-0.006871728324839071,-0.18386328105492905,0.00677305924774217
0.0505429334826934,1.1732919908354658,-0.009304368690945553,-0.07940421978603028,-0.008412189309950089,-0.18363791629161658,0.008295171325374806
0.05982727883887251,1.1732067495293452,-0.011008104208954783,-0.07932014125078021,-0.009949573633393561,-0.18336703361846385,0.0098165360083817
0.0691130209105443,1.1731072365161948,-0.01270936952614977,-0.07922192747009697,-0.011483222051433605,-0.18305067909980793,0.011336920998990875
0.07839986170897775,1.1729934889287565,-0.014407687305589494,-0.07910958799860884,-0.013012472303243506,-0.18268891539652507,0.012856089419141866
0.0876875238803425,1.1728655511238717,-0.016102584781019613,-0.07898313565643028,-0.014536667575231038,-0.1822818201439671,0.014373807813558136
0.09697572926492544,1.1727234748428126,-0.017793590040648864,-0.07884258671118712,-0.01605515338546087,-0.1818294864735447,0.015889842690318026
0.1062641753168388,1.1725673195995534,-0.019480227972053947,-0.07868796129140769,-0.01756727419060618,-0.1813320242675843,0.017403956734195168
0.11555257468052997,1.1723971520715133,-0.021162027701380367,-0.07851928281799313,-0.019072380310752486,-0.18078955824395757,0.01891591532626406
0.1248406412321443,1.1722130462273206,-0.022838520261056615,-0.0783365781686999,-0.020569826064081028,-0.18020222839094885,0.02042548431380426
0.1341280660597873,1.1720150837970553,-0.024509234492041926,-0.07813987818885774,-0.02205896635085747,-0.1795701915035862,0.021932426166917676
0.143414579010235,1.1718033529360055,-0.026173708348364647,-0.07792921641237567,-0.023539166969036022,-0.17889361695913722,0.023436510022590607
0.15269988825426487,1.1715779493870724,-0.027831478214980797,-0.077704630268184,-0.025009795306195966,-0.17817269047175216,0.024937501916536906
0.161983697178458,1.1713389761258735,-0.029482082193553288,-0.07746616078631531,-0.026470223510896205,-0.1774076130139871,0.026435167586824588
0.17126572070622145,1.1710865428659603,-0.031125063217561897,-0.0772138521663168,-0.027919831471446405,-0.17659859929083163,0.027929275153910877
0.1805456790948275,1.1708207660780716,-0.03275996812612207,-0.07694775186098911,-0.029358006195717917,-0.1757458778608605,0.029419594150024788
0.18982328670262158,1.1705417692138522,-0.03438634588154884,-0.07666791087047958,-0.030784140451628413,-0.1748496919217585,0.03090589375345654
