Time (TU),X (LU),Y (LU),Z (LU),VX (LU/TU),VY (LU/TU),VZ (LU/TU)
0,0.8320826982659779,-5.0504944068386e-28,0.12627309768411984,4.260900028132157e-15,0.24032671345901188,5.960168145892796e-15
0.0037916007583887173,0.8320841841750554,0.0009112146185476361,0.12627028829550488,0.0007837860227652354,0.24032012221633076,-0.001481896426039322
0.011629289981609598,0.832096675963771,0.00279458868580888,0.12624666985030514,0.002403767944966539,0.24026470993058519,-0.004544912778409779
0.019471161816222625,0.8321218794076548,0.00467831220698722,0.12619901515519277,0.004024013374772813,0.24015290562997735,-0.007608832405186734
0.027317470681694968,0.8321598099687294,0.00656200279909744,0.12612729072010567,0.005644168244769394,0.23998463175125928,-0.010673260085746206
0.03516838304204988,0.8322104809224696,0.008445255532917771,0.1260314650239091,0.007263858892757617,0.23975981584743536,-0.013737764773955644
0.04302406502192774,0.8322739034053379,0.010327663969288596,0.12591150840852783,0.008882710105610534,0.23947839032294604,-0.0168019138682865
0.050884672739935286,0.8323500862909586,0.012208817828301926,0.12576739329549044,0.010500343064344362,0.23914029291871985,-0.01986526947356374
0.058750357831055575,0.8324390361554124,0.014088304308161067,0.12559909423237334,0.012116376428372294,0.2387454667915162,-0.022927390597750487
0.06662126059375859,0.8325407571251937,0.01596570644877414,0.12540658815974842,0.013730424878856756,0.23829386110383782,-0.025987830532042795
0.0744975107916047,0.8326552507753714,0.01784060334031416,0.1251898545818797,0.015342099249434709,0.23778543138118527,-0.02904613722741496
0.08237922581487345,0.8327825159901104,0.019712569712558616,0.1249488758074801,0.01695100612538986,0.2372201400267215,-0.0321018526548346
0.09026650874388259,0.832922548803148,0.02158117551688071,0.12468363722747498,0.01855674743774761,0.23659795691569038,-0.03515451214339316
0.09815944676172195,0.8330753422264251,0.02344598560915631,0.12439412761447632,0.020158920145576333,0.2359188600336012,-0.0382036438717686
0.10605810804480585,0.8332408860303983,0.02530655909390274,0.12408033951337379,0.021757115629018296,0.23518283632088008,-0.04124876779246527
0.11396254568012841,0.83341916665902,0.027162450343729935,0.1237422693764498,0.02335092052327045,0.23438988191093296,-0.04428939728467533
0.1218727883865648,0.83361016685374,0.029013206933172175,0.12337991825017224,0.024939914904286303,0.23354000365480557,-0.04732503574201152
0.12978884390039871,0.8338138655259867,0.030858370581858852,0.1229932919915209,0.02652367306203189,0.23263321953482355,-0.05035517806829981
0.13771069345414,0.8340302374131765,0.03269747603528261,0.12258240189579771,0.028101762505545608,0.23166956003584116,-0.05337930877539187
0.14563829603020426,0.834259252974531,0.034530052251545554,0.12214726487053759,0.029673744950375235,0.23064906844439473,-0.05639690384903617
0.15357158277152855,0.8345008780220513,0.03635562132313049,0.12168790411381453,0.031239175365343902,0.22957180232333657,-0.059407428874979094
0.16151045635810388,0.834755073464766,0.03817369858956352,0.12120434957984312,0.03279760204541215,0.22843783448011978,-0.06241033909798505
0.16945479119278462,0.8350217950786216,0.039983792961499905,0.12069663839830677,0.03434856686950298,0.2272472538192243,-0.06540507981049297
0.1774044287566502,0.8353009931088983,0.04178540617514873,0.12016481561560378,0.03589160464612513,0.22600016694226033,-0.06839108494883431
0.18535918364224552,0.8355926122341126,0.04357803450535065,0.11960893425140154,0.03742624456992087,0.22469669813546264,-0.07136777973690892
0.19331883264911234,0.8358965909311119,0.04536116667334331,0.11902905650006981,0.03895200842412804,0.22333699203505694,-0.07433457699795822
0.20128312372183998,0.8362128615493758,0.04713428627199148,0.11842525358545486,0.04046841265662733,0.2219212131283595,-0.07729088093520388
0.20925177088542615,0.836541349885851,0.04889687105541847,0.11779760657249778,0.04197496777640366,0.22044954749246592,-0.08023608568723062
0.21722445497980516,0.8368819749731841,0.05064839356696593,0.11714620677780661,0.04347117890158636,0.2189222035868394,-0.08316957608038587
0.22520082029721641,0.8372346486984034,0.05238832089589458,0.11647115651074476,0.044956545569284016,0.2173394138156703,-0.08609072689731598
0.23318048343032202,0.8375992759673829,0.05411611712614238,0.11577256877662027,0.046430563849956814,0.21570143365203248,-0.08899890664027485
0.24116302743382972,0.8379757542533065,0.05583124257959374,0.11505056816466117,0.04789272572957229,0.21400854353596702,-0.09189347590498814
0.24914800286243194,0.8383639734423993,0.05753315459974915,0.11430529117525237,0.04934251981460855,0.2122610494544183,-0.0947737883083157
0.25713492875884153,0.8387638156964484,0.059221308337528415,0.11353688652245948,0.05077943204487613,0.21045928346058768,-0.09763919140264915
0.26512329629122927,0.8391751554728248,0.06089515810115223,0.11274551514130149,0.0522029468919976,0.2086036034990867,-0.10048902853580767
0.2731125702513964,0.839597859471696,0.0625541582431503,0.11193135034174194,0.05361254816838495,0.20669439357394642,-0.10332263992203487
0.28110219041274725,0.8400317865989402,0.06419776401842618,0.11109457794012488,0.05500771981716737,0.20473206386340717,-0.10613936365377875
0.2890915722610301,0.8404767879159463,0.06582543231431442,0.11023539642394023,0.0563879465992372,0.20271705091341616,-0.10893853648377039
0.2970801108818505,0.8409327067888346,0.06743662301881397,0.10935401673947384,0.057752715326829525,0.20064981694808778,-0.11171949569800727
0.3050671839778762,0.8413993790290502,0.069030800179211,0.10845066210223865,0.059101515922318396,0.19853084923559605,-0.11448158063874905
0.3130521570818995,0.8418766332015397,0.07060743356152302,0.10752556748870408,0.06043384281851813,0.19636065870919903,-0.11722413493634048
0.321034375874333,0.842364290188061,0.07216599764293707,0.10657898057866518,0.061749194193657646,0.19413978199503631,-0.11994650427986582
0.3290131850943267,0.8428621643764553,0.07370597581290826,0.10561115955095043,0.06304707560968391,0.19186877606229985,-0.12264804326645158
0.3369879215812527,0.8433700633423598,0.07522685941411972,0.10462237380516892,0.06432699929065974,0.18954821974223185,-0.12532811329938406
0.34495791460714126,0.8438877879627878,0.07672814823925311,0.10361290385529769,0.06558848463862252,0.18717871331077496,-0.12798608299993136
0.35292249762981753,0.8444151333036573,0.07820935312999595,0.1025830397180797,0.06683106051631559,0.18476087454415532,-0.13062133236620344
0.3608810084278636,0.8449518888110361,0.07966999628057463,0.10153308065720085,0.06805426559506436,0.18229533796179856,-0.13323325293251073
0.3688327874829982,0.8454978383866064,0.08110961121183144,0.10046333515975348,0.0692576484309211,0.17978275462219004,-0.1358212473379033
0.3767771854623827,0.8460527610970296,0.08252774437034087,0.09937411967501511,0.07044076890153717,0.17722378901940025,-0.13838473182510957
0.38471357055230365,0.8466164319295285,0.0839239565731656,0.0982657572566602,0.07160319950404706,0.17461911575734268,-0.14092313854501604
0.39264131883747094,0.8471886213664642,0.08529782140378031,0.0971385785258906,0.07274452411098441,0.1719694216844452,-0.14343591235997413
0.4005598222365032,0.8477690961914971,0.08664892671398364,0.09599292021918969,0.07386433931819358,0.16927540236157795,-0.14592251327604705
0.40846848914976747,0.8483576198039305,0.08797687476707293,0.09482912469994392,0.07496225465607845,0.16653776080126162,-0.14838241645517294
0.4163667532324109,0.8489539531543508,0.08928128368106565,0.09364753823844074,0.07603789387089754,0.16375720331575228,-0.15081511467930028
0.42425406934586457,0.8495578547459774,0.09056178664014523,0.09244851113378197,0.07709089435376615,0.16093443970270405,-0.15322011673537878
0.4321299063698525,0.8501690803610492,0.09181803065458749,0.09123239839021324,0.07812090620894446,0.1580701847473359,-0.15559694490298626
0.43999376391282125,0.8507873846310905,0.09304967913245324,0.08999955672713779,0.07912759445006443,0.1551651510982957,-0.15794513965029466
0.4478451625282379,0.8514125205817031,0.09425641010621075,0.08875034560710024,0.08011063761957483,0.1522200516082679,-0.1602642561996326
0.4556836461716231,0.8520442401055273,0.09543791643498797,0.08748512642060145,0.0810697280332319,0.14923559734250794,-0.16255386480923564
0.4635087808516583,0.8526822941320855,0.09659390538596602,0.08620426227328813,0.08200457151545769,0.1462124970131521,-0.16481354988801733
0.4713201615426569,0.8533264334692028,0.09772409940255625,0.08490811642115531,0.08291488809091183,0.14315145322760228,-0.16704291145567723
0.4791174052442704,0.8539764085143822,0.09882823478476159,0.08359705296882006,0.08380041098266926,0.14005316408197865,-0.16924156255357417
0.48690014563763606,0.854631969056678,0.09990606069632679,0.08227143739783413,0.08466088588999261,0.1369183243677942,-0.1714091272146005
0.49466804635619094,0.8552928656367059,0.10095734074543984,0.08093163394361695,0.08549607232114767,0.13374761933310758,-0.17354524360985496
0.50242078709667,0.8559588486222635,0.10198185075037394,0.07957800758386484,0.08630574187253971,0.13054172935087735,-0.17564955956844902
0.5101580693079877,0.856629668913486,0.10297937924681788,0.07821092273531877,0.08708967870259805,0.1273013268124952,-0.17772173358097304
0.5178796121701652,0.8573050778157959,0.10394972666640732,0.07683074363511998,0.08784767894831337,0.12402707701350062,-0.17976143311381537
0.5255851526341755,0.8579848272473952,0.1048927050702327,0.07543783404419915,0.08857955058433489,0.1207196374422887,-0.18176833404366288
